sale_date,gross_sale_price,mileage,make,model,model_year,color,grade,drivable
20230906,9000,108283,HYUNDAI,ELANTRA,2018,,2.9,Y
20230719,10600,76709,CHEVROLET,CRUZE,2016,,4.6,Y
20230718,6400,232065,FORD,F150 4X2 CR,2012,,3.5,Y
20230727,29500,84223,TOYOTA,TACOMA 4X4 V6,2018,,4,Y
20230815,2500,156606,CHEVROLET,MALIBU,2017,,1.3,Y
20230825,4800,78239,KIA,SPORTAGE,2017,,0,N
20230823,3600,179946,RAM,1500 TRADESMAN,2015,,1.4,Y
20230920,13000,84103,NISSAN,KICKS,2019,,4.1,Y
20231101,6100,151524,BUICK,ENCLAVE,2016,,2.9,Y
20231109,1900,159599,FORD,EDGE FWD V6,2011,,0,N
20231107,15250,65928,MERCEDES,C300W,2017,,4,Y
20231130,3500,133299,HYUNDAI,SONATA,2014,,3.5,Y
20230125,2400,91239,MERCEDES-BENZ,SL 500,2005,,2.6,N
20230215,5000,50688,TOYOTA,CAMRY SOLARA,2008,,2.7,Y
20230328,3500,142736,HYUNDAI,SONATA,2014,,3,Y
20230421,1500,238299,GMC,YUKON XL 1500,2007,,1.7,N
20230508,525,248967,ACURA,MDX TECHNO,2007,,2.7,Y
20230525,6000,107751,FORD,ESCAPE,2014,,3.1,Y
20230608,2900,302642,TOYOTA,SIENNA,2011,,2,Y
20230710,7400,217280,TOYOTA,TACOMA,2007,,3.2,Y
20230831,2800,195821,CHEVROLET,IMPALA,2014,,2.1,Y
20230804,3100,85787,NISSAN,SENTRA,2019,,2.1,Y
20230921,2600,129324,FORD,FUSION,2014,,1.4,Y
20231006,600,156356,KIA,SOUL,2014,,0,N
20231026,1900,999999,DODGE,CHARGER R/,2017,,0,N
20231109,5000,99486,TOYOTA,CAMRY,2010,,2.8,Y
20230104,7500,135186,LANDROVER,RR EVOQUE,2013,,4.1,Y
20230110,12000,77258,DODGE,GRAND CARAVAN,2019,,2.6,Y
20230113,2200,116509,BMW,535IA,2013,,1.9,N
20230118,5000,115500,KIA,CADENZA,2014,,2.6,Y
20230124,1500,140887,NISSAN,PATHFIND FWD,2013,,0,N
20230126,12100,150329,CHEVROLET,1500 SLV 4X2 CR,2017,,2.4,Y
20230201,6400,113740,CHEVROLET,TRAVERSE,2015,,2,Y
20230207,16600,104360,CHEVROLET,2500 SLV 4X4 CR,2009,,3.7,Y
20230209,13400,104118,FORD,EXPLORER 4X4 V6,2012,,3.8,Y
20230214,1800,130822,INFINITI,Q50 AWD V6,2014,,1.3,Y
20230216,3400,134328,CHEVROLET,CRUZE LIMITED,2016,,1.8,Y
20230221,11200,80378,CHRYSLER,300 4X2 V6,2018,,1.5,Y
20230223,1100,188655,CHRYSLER,300,2006,,3.6,Y
20230228,600,222240,BMW,535IA,2008,,2,Y
20230302,7400,120941,HONDA,CIVIC,2016,,2.9,Y
20230307,15000,66889,MITSUBISHI,OUTLAND FWD 4C,2020,,2.7,Y
20230309,19500,187138,RAM,3500 4X4 CR,2017,,2.5,Y
20230314,13900,68634,HONDA,CR-V AWD,2016,,2.3,Y
20230317,5500,91948,VOLKSWAGEN,PASSAT 5C,2013,,2.8,Y
20230322,22000,81247,CHRYSLER,PACIFICA,2020,,4.5,Y
20230328,8900,67561,JEEP,COMPASS,2015,,2.4,Y
20230330,4200,156166,BUICK,ENCLAVE FWD,2014,,2.1,Y
20230404,4500,165158,VOLVO,S60,2015,,3.3,Y
20230406,11700,135422,TOYOTA,CAMRY 4C,2018,,2.6,Y
20230412,4200,163810,HYUNDAI,TUCSON,2012,,3.5,Y
20230418,600,186754,MITSUBISHI,LANCER,2012,,1.4,Y
20230420,5500,123778,HYUNDAI,SONATA,2015,,1.7,Y
20230425,1800,168057,HYUNDAI,GENESIS COUPE,2010,,2.4,Y
20230427,6500,107903,HYUNDAI,ELANTRA,2017,,1.6,Y
20230502,5750,197387,RAM,1500,2014,,1.9,Y
20230503,550,238891,NISSAN,ARMADA,2012,,0,N
20230505,6000,304550,CHEVROLET,SILVERADO 1500,2014,,0,N
20230509,16900,163850,FORD,T350 WAGON V6,2015,,2.6,Y
20230511,450,211395,JEEP,CHEROKEE 4X4 V6,2005,,1.8,N
20230516,5800,130014,HONDA,CR-V AWD,2013,,1.3,Y
20230518,3800,119702,KIA,SORENTO AWD 4C,2012,,1.9,Y
20230523,2600,141375,FORD,ESCAPE,2017,,1,N
20230525,1600,134278,CHEVROLET,EQUINOX,2014,,3.5,N
20230531,5100,87252,HYUNDAI,SONATA,2014,,1,N
20230602,3600,125528,BMW,528I,2011,,2.7,Y
20230607,5500,122046,NISSAN,SENTRA,2016,,2.3,Y
20230613,8600,115454,NISSAN,ALTIMA 4C,2017,,2.5,Y
20230615,6000,251722,FORD,F150 4X4 CR,2010,,3.2,Y
20230620,11000,158177,FORD,F-150,2013,,2,Y
20230622,22000,17263,CHEVROLET,EQUINOX FWD,2022,,4.6,Y
20230629,3600,102362,NISSAN,SENTRA,2019,,0,Y
20230704,8100,51813,HONDA,CIVIC,2020,,2.8,Y
20230706,6000,118493,HYUNDAI,TUCSON FWD 4C,2017,,2.5,Y
20230711,800,84376,FIAT,500,2016,,2.5,Y
20230713,7800,137914,CHEVROLET,SILVERADO 1500,2013,,2.7,Y
20230718,2500,131651,BUICK,ENCLAVE FWD,2009,,3,Y
20230720,1300,121535,AUDI,Q7,2009,,1.8,Y
20230726,4600,128889,BUICK,LACROSSE,2015,,2.9,Y
20230728,5500,102955,CHEVROLET,CRUZE,2018,,2.1,Y
20230801,6500,77701,CHEVROLET,CAMARO V6,2015,,0,N
20230803,2700,98294,MITSUBISHI,OUTLANDER SPORT,2016,,1.5,Y
20230808,700,999999,MERCEDES,GLK350W4,2012,,1,N
20230810,6700,76458,JEEP,RENEGADE FWD 4C,2015,,3.6,N
20230815,1800,117569,NISSAN,SENTRA,2016,,1.7,Y
20230816,8800,74911,KIA,OPTIMA,2015,,3.7,Y
20230817,2800,208417,FORD,F-150,2010,,1.3,Y
20230822,2800,220249,HONDA,CR-V FWD,2008,,1.9,Y
20230824,800,229584,FORD,EXPEDIT 4X2 V8,2005,,1.9,Y
20230829,4400,157076,LANDROVER,RR EVOQUE,2013,,3.3,Y
20230830,4500,185184,HYUNDAI,ELANTRA,2018,,3.5,Y
20230831,2600,142347,CHRYSLER,200 FWD 4C,2015,,2.5,Y
20230905,5000,172590,HONDA,ACCORD 4C,2013,,2.8,Y
20230907,8600,108945,MERCEDES,ML350W4,2012,,3.9,Y
20230911,1800,170179,DODGE,CHARGER 4X2 V6,2010,,2.4,Y
20230912,2800,146924,GMC,TERRAIN,2012,,2.3,Y
20230914,6000,109107,JEEP,RENEGADE FWD 4C,2017,,2.7,Y
20230919,1800,139658,KIA,OPTIMA,2012,,1.8,Y
20230919,5200,112436,HYUNDAI,SONATA,2015,,2,Y
20230921,3100,888888,GMC,TERRAIN FWD 4C,2015,,1,N
20230926,14000,103895,TOYOTA,HIGHLNDR FWD V6,2015,,3.8,Y
20230927,5100,156173,FORD,EXPLORER,2015,,2.2,Y
20230928,13800,83654,GMC TRUCK,CANYON 4X2 CR,2019,,1.8,Y
20231003,6500,73304,MINI,COUNTRYMAN FWD,2014,,3.8,Y
20231004,2100,168803,ACURA,TL,2008,,2.2,Y
20231006,10500,126847,RAM,PROMAST 1500 V6,2016,,3.2,Y
20231010,1900,120958,HYUNDAI,ELANTRA,2013,,1.8,Y
20231011,3200,134321,KIA,SORENTO FWD 4C,2016,,1,N
20231012,2900,194614,CHEVROLET,SILVERADO 1500,2012,,1.5,N
20231017,1400,129476,CHEVROLET,EQUINOX FWD 4C,2013,,2.6,N
20231019,4800,71972,INFINITI,Q50 4X2 V6,2015,,2,Y
20231023,11800,101264,DODGE,CHARGER 4X2 V6,2015,,4.2,Y
20231024,2400,121314,DODGE,JOURNEY FWD V6,2015,,1.8,Y
20231026,6000,150535,FORD,F150 4X2 EX,2013,,2.3,Y
20231030,2900,90439,FORD,FOCUS,2016,,3.2,Y
20231031,1200,168601,TOYOTA,CAMRY,2011,,0,N
20231102,2800,187571,DODGE,CHALLENGER V6,2014,,2.2,Y
20231107,6400,111156,NISSAN,ALTIMA,2016,,2.4,Y
20231107,6300,109909,CHRYSLER,200 FWD 4C,2015,,3.5,Y
20231109,2200,201177,DODGE,CHARGER,2012,,2.5,Y
20231113,8300,54193,CHEVROLET,SPARK,2020,,3.7,Y
20231114,900,177200,CHRYSLER,200 4C,2012,,3.5,Y
20231116,3200,117975,HYUNDAI,ELANTRA GT,2016,,2.5,Y
20231121,12500,91399,TOYOTA,RAV4 FWD,2019,,2.7,Y
20231121,1100,137261,FORD,RANGER 4X4 EX,2005,,1.3,Y
20231122,7000,107348,GMC,ACADIA FWD,2014,,3.5,Y
20231128,1400,166742,FORD,FUSION,2016,,2.2,Y
20231130,3700,120570,NISSAN,JUKE FWD,2016,,1.8,Y
20231204,3000,104267,FORD,FUSION FWD 4C,2017,,2,N
20231205,500,207909,GMC,ACADIA FWD,2012,,2,N
20231207,4800,97564,FORD,EDGE,2017,,2.1,Y
20231212,7500,122671,HONDA,CIVIC,2016,,2.5,Y
20231213,7500,145559,CHEVROLET,SILVERADO 2500HD,2014,,2.2,Y
20231214,11800,98251,NISSAN,ALTIMA FWD 4C,2021,,2.7,Y
20231213,1200,124659,LINCOLN,MKT,2014,,0,N
20231207,2800,126772,NISSAN,SENTRA,2015,,3.2,Y
20231226,4100,109228,FORD,FUSION,2016,,2.3,Y
20231219,5400,120251,FORD,FUSION FWD 4C,2020,,1.4,Y
20231122,28700,37908,CADILLAC,XT5 AWD V6,2020,BLACK,3.9,Y
20231213,14200,80071,FORD,EXPLORER,2018,BURGUNDY,1.6,Y
20231122,6400,88765,KIA,FORTE,2021,WHITE,1.3,Y
20231130,19800,22929,CHEVROLET,EQUINOX FWD 4C,2020,WHITE,4.4,Y
20231227,6900,65498,DODGE,JOURNEY,2017,SILVER,2.9,Y
20231121,4800,189517,CHEVROLET,MALIBU,2016,BLACK,2.6,Y
20231129,13800,27072,CHEVROLET,BOLT EV,2020,GRAY,4,Y
20231227,1500,88080,HYUNDAI,ELANTRA,2017,BLUE,0,Y
20231221,5100,999999,AUDI,Q7 V6,2017,BLACK,1,Y
20231226,14100,23384,CHEVROLET,BOLT EV,2020,GRAY,4.4,Y
20230824,16250,18069,CHEVROLET,BOLT EV,2017,ORANGE,4.8,Y
20230725,16400,13182,CHEVROLET,BOLT EV,2018,WHITE,4.4,Y
20230824,13000,33010,CHEVROLET,BOLT EV,2017,WHITE,4.4,Y
20230919,18250,21477,CHEVROLET,BOLT EV,2020,GRAY,4.3,Y
20230117,13800,172331,CHEVROLET,1500 SLV 4X4 CR,2018,WHITE,2.5,Y
20230118,23500,13192,CHEVROLET,EQUINOX AWD 4C,2020,GRAY,4.7,Y
20230125,9200,118279,TOYOTA,CAMRY,2015,GRAY,3,Y
20230215,3900,219199,CHEVROLET,1500 SUB 4X4 V8,2013,BLACK,2.8,Y
20230117,28400,33545,CHEVROLET,BLAZER AWD V6,2019,SILVER,4.2,Y
20230215,18200,53768,CHEVROLET,IMPALA 4C,2019,SILVER,2.7,Y
20230208,25900,70624,NISSAN,ARMADA 4X2,2019,WHITE,2.9,Y
20230224,8000,109968,GMC,ACADIA FWD,2013,SILVER,2,Y
20230222,18100,32311,NISSAN,ROGUE,2019,BLUE,2.9,Y
20230215,20400,27775,CHEVROLET,EQUINOX AWD 4C,2019,WHITE,3.6,Y
20230308,16200,77500,MITSUBISHI,OUTLAND FWD 4C,2019,GRAY,4.1,Y
20230315,5700,100546,CHEVROLET,EQUINOX FWD 4C,2017,WHITE,1.8,Y
20230307,8400,99685,DODGE,JOURNEY FWD V6,2017,WHITE,2.3,Y
20230228,4000,163569,HYUNDAI,SONATA,2014,BLUE,2.8,Y
20230315,24200,38340,FORD,MUSTANG V8 CPE,2017,RED,1.9,Y
20230303,16000,49435,CHEVROLET,TRAX AWD,2019,WHITE,2.6,Y
20230404,21500,29960,CHEVROLET,EQUINOX FWD 4C,2020,WHITE,4.2,Y
20230406,21600,24727,CHEVROLET,EQUINOX FWD 4C,2020,BLUE,4.1,Y
20230418,21400,32752,CHEVROLET,EQUINOX FWD,2021,SILVER,4.1,Y
20230412,41600,27532,FORD,F150 4X2 V6 CR,2021,RED,4,Y
20230830,16800,19193,CHEVROLET,BOLT EV,2020,BLUE,4.3,Y
20230421,13900,87668,NISSAN,ROGUE SPORT,2019,GRAY,3,Y
20230713,21400,29333,CHEVROLET,BOLT EV,2020,BLUE,4.4,Y
20230428,14200,102378,BUICK,ENCLAVE AWD,2017,RED,2.1,Y
20230531,22000,20383,CHEVROLET,EQUINOX FWD 4C,2020,WHITE,3.8,Y
20230530,18400,33929,CHEVROLET,EQUINOX FWD 4C,2020,BLUE,1.7,Y
20230525,24000,6414,CHEVROLET,MALIBU,2022,GRAY,4.8,Y
20230613,11100,97558,CHEVROLET,EQUINOX FWD 4C,2019,WHITE,2.2,Y
20230524,18600,23872,CHEVROLET,EQUINOX FWD 4C,2019,BLACK,2.8,Y
20230726,1000,149313,GMC,TERRAIN,2013,GRAY,2,Y
20230711,26200,10430,GMC,TERRAIN AWD,2022,SILVER,3.9,Y
20230622,14000,103520,NISSAN,PATHFIND FWD,2019,SILVER,3.2,Y
20230721,20000,11503,CHEVROLET,TRAX FWD,2022,BLUE,4.3,Y
20230720,29200,26735,CADILLAC,XT4 AWD,2020,BLACK,3.9,Y
20230915,21500,12374,CHEVROLET,EQUINOX,2021,WHITE,3.6,Y
20230810,16900,16964,CHEVROLET,BOLT EV,2019,GRAY,4.5,Y
20230728,20800,595,BUICK,ENCORE AWD,2021,WHITE,3.8,Y
20230810,8000,121762,LEXUS,ES 350,2013,BROWN,2.9,Y
20230831,31800,51851,CADILLAC,XT6 AWD,2020,GRAY,4,Y
20230803,1000,270177,INFINITI,Q70 4X2 V6,2014,BLACK,1.5,Y
20230823,8400,54942,KIA,FORTE5,2017,WHITE,2.1,Y
20230919,23500,29533,CHEVROLET,BLAZER FWD V6,2020,RED,2.9,Y
20231114,12000,71090,NISSAN,MURANO AWD,2015,WHITE,3.3,Y
20230816,18600,41279,CHEVROLET,CAMARO V6,2018,GRAY,1.9,Y
20230914,48750,14413,GMC,SIERA 15 4X4 CR,2022,WHITE,3.7,Y
20230928,11900,75216,CHEVROLET,1500 LD 4X2 DB,2019,SILVER,2.1,Y
20231018,9200,45351,FORD,FUSION,2017,BEIGE,2.2,Y
20230927,2400,85477,HYUNDAI,SONATA,2016,WHITE,1.3,Y
20231018,15900,126209,RAM,1500,2018,BLACK,3.2,Y
20231020,30000,2863,CHEVROLET,BLAZER FWD 4C,2023,BLACK,4.8,Y
20231026,21200,64592,BUICK,ENCLAVE FWD,2020,WHITE,3.6,Y
20231031,14600,42787,CHEVROLET,BOLT EV,2020,GRAY,4.8,Y
20231115,5500,80501,HYUNDAI,ELANTRA,2017,BLUE,1.6,Y
20231115,17600,28465,CHEVROLET,EQUINOX,2020,GRAY,4.5,Y
20231108,12900,34348,CHEVROLET,SONIC,2020,BLACK,2.9,Y
20231114,24100,22876,CADILLAC,XT5 FWD,2019,WHITE,3.3,Y
20230901,28000,22415,JEEP,Cherokee 4WD,2020,WHITE,,N
20230816,32400,49218,JEEP,WRANGLER UNLIMITED,2019,,4.8,N
20231130,38000,44445,JEEP,WRANGLER UNLIMITED,2021,,4.5,N
20231130,6000,425113,RAM,PROMASTER 3500,2019,,2.5,N
20230808,9000,100925,CHEVROLET,CRUZE,2019,,2.5,N
20230606,26600,33456,JEEP,WRANGLER JK,2018,,4.7,N
20231107,19300,73783,CHEVROLET,COLORADO,2017,,2,N
20230428,33600,62631,TOYOTA,TACOMA,2020,,3.5,N
20230726,8000,72065,CHEVROLET,TRAX,2016,,2.3,N
20230706,14500,48695,JEEP,RENEGADE,2019,,3.5,N
20230327,14600,94026,CHEVROLET,EQUINOX,2019,,2.9,N
20230321,15400,96385,DODGE,CHARGER,2018,,1.9,N
20231025,7500,105127,HYUNDAI,SANTA FE SPORT,2014,,3.6,N
20230316,4750,83387,CADILLAC,XT5,2017,,1,N
20231004,14100,47267,FORD,MUSTANG,2018,,2,N
20230316,23000,58307,DODGE,CHARGER 4X2 V6,2019,,3.5,N
20230126,8300,96858,DODGE,JOURNEY,2020,,,N
20230926,10200,226101,JEEP,GR CHERO  V6,2019,,2.2,N
20231011,31600,6160,RAM,1500 4X2 V6 QD,2022,,4.9,N
20230221,18200,83848,DODGE,CHALLENGER V8,2016,,2.5,N
20231213,29200,25917,JEEP,WRANGLER 4C,2021,,4.9,N
20230727,14200,138367,JEEP,GR CHERO 4X4 V6,2019,,2.9,N
20230511,1900,83125,MITSUBISHI,OUTLAND FWD 4C,2019,,2,N
20230607,19000,38941,JEEP,COMPASS 4X4,2021,,3.4,N
20231005,9100,96422,DODGE,JOURNEY FWD 4C,2017,,4.2,N
20231018,31800,47063,DODGE,DURANGO,2019,,3.8,N
20230907,17750,112025,GMC,1500 LTD 4X2 DB,2019,,3.9,N
20230829,11200,94003,DODGE,JOURNEY AWD V6,2018,,3.7,N
20230516,29200,75546,RAM,1500 4X4 V8 CR,2019,,2.9,N
20230911,6800,125878,DODGE,JOURNEY FWD 4C,2019,,3.8,N
20230807,32800,39732,RAM,3500 4X4 V8 CR,2020,,2.4,N
20230921,8600,92570,JEEP,GR CHERO 4X4 V8,2013,,2.3,N
20231130,13600,118002,RAM,1500,2020,,2.5,N
20231208,37000,16171,JEEP,GR CHERO 4X4 V6,2023,,4.3,N
20231122,3900,107882,JEEP,PATRIOT FWD 4C,2017,,2.5,N
20230824,15200,90542,JEEP,CHEROKEE FWD 4C,2019,,4,N
20230609,21000,41171,MAZDA,CX-9,2018,,4,N
20231031,21200,18369,JEEP,COMPASS,2020,,4.3,N
20231103,25500,34194,JEEP,WRANGLER UNLIMITED,2018,,4.4,N
20230406,25200,32086,JEEP,RENEGADE,2021,,,N
20231205,27400,33060,JEEP,GR CHERO 4X4 V6,2020,,,N
20231115,25250,19225,JEEP,CHEROKEE 4X4 V6,2020,,4.5,N
20231109,18600,42128,JEEP,COMPASS 4X4,2020,,4.5,N
20230628,21000,20611,JEEP,COMPASS 4X4,2019,,3.8,N
20230718,27000,51004,JEEP,GR CHERO 4X4 V6,2020,,2.9,N
20231004,3800,75745,CHEVROLET,BLAZER,2020,,1,N
20231025,3100,180008,HYUNDAI,ELANTRA,2017,,3.5,N
20230726,17000,62033,NISSAN,MAXIMA,2020,,3.7,N
20230208,4400,141987,GMC,SIERRA 1500,2012,,1,N
20230413,11750,111867,FORD,EXPEDITION EL,2014,,3.3,N
20231207,15500,36690,NISSAN,SENTRA,2021,,2.5,N
20230615,17700,109630,DODGE,DURANGO,2018,,2.9,N
20230126,16600,55449,JEEP,COMPASS,2018,,3.7,N
20230309,7700,136258,NISSAN,ROGUE,2018,,1.9,N
20231103,7000,166315,CHEVROLET,SILVERADO 1500,2014,,2.4,N
20230818,1600,101978,KIA,SOUL,2020,,0,N
20230912,26300,72304,CHEVROLET,SILVERADO 1500,2020,,3.6,N
20230103,17300,35153,KIA,OPTIMA,2019,,3.9,N
20231003,5500,100414,CHEVROLET,MALIBU,2019,,1.9,N
20231121,16800,16028,HYUNDAI,ELANTRA,2021,,4.4,N
20230502,8000,70677,NISSAN,ALTIMA,2017,,2.6,N
20230606,2600,115790,BMW,X5,2013,,3.3,N
20230328,24750,7171,HYUNDAI,ELANTRA,2023,,4.9,N
20231017,16900,100785,TESLA,MODEL S,2016,,4.3,N
20230214,17700,21455,HYUNDAI,ELANTRA,2019,,4.3,N
20230901,7300,56243,FORD,ESCAPE,2018,,2.3,N
20231013,12400,57420,NISSAN,SENTRA,2019,,4.3,N
20230303,15000,38484,FORD,ESCAPE,2018,,3.6,N
20231027,12750,60083,JEEP,COMPASS,2018,,3.9,N
20230908,16500,35535,NISSAN,ROGUE,2017,,3.4,N
20231025,14600,58471,CADILLAC,ATS,2015,,4.4,N
20231018,2400,107077,JAGUAR,XE,2018,,1.3,N
20230328,4400,78847,CHEVROLET,MALIBU,2013,,2.4,N
20230124,14250,62157,DODGE,CHARGER,2015,,4.3,N
20230822,2100,53511,NISSAN,SENTRA,2019,,0,N
20231108,4000,73829,MITSUBISHI,MIRAGE G4,2021,,3.5,N
20231113,13200,34136,CHEVROLET,TRAX,2020,,4.1,N
20230424,5200,112136,HONDA,FIT,2013,,2.7,N
20230227,12800,64846,KIA,SOUL,2017,,4.1,N
20231120,3500,73160,NISSAN,SENTRA,2019,,1.8,N
20230919,18600,82638,CADILLAC,CT6,2017,,2.4,N
20230926,15800,108891,HONDA,CR-V,2017,,4.1,N
20230328,13400,121976,TOYOTA,CAMRY,2018,,3.3,N
20230823,9400,82909,KIA,FORTE 5-DOOR,2016,,3.6,N
20230927,600,77263,FORD,FOCUS,2012,,1.7,N
20230615,6500,117197,FORD,ESCAPE,2016,,1,N
20230216,7400,57360,KIA,SOUL,2017,,1,N
20231122,1700,148994,AUDI,A3,2015,,1,N
20230504,21000,58653,JEEP,CHEROKEE,2019,,3.7,N
20230927,22250,122615,CHEVROLET,SILVERADO 1500,2017,,3,N
20231122,8500,93055,NISSAN,ARMADA,2012,,3.5,N
20230324,8800,91152,FORD,FUSION,2017,,3.7,N
20230316,12600,95227,CHEVROLET,IMPALA V6,2017,,2.4,N
20230525,6400,59040,HYUNDAI,ELANTRA,2019,,1.5,N
20230323,28800,13713,MITSUBISHI,OUTLAND FWD,2022,,4.8,N
20231109,1200,153680,VOLKSWAGEN,CC FWD 4C,2012,,1.3,N
20230720,19800,92741,DODGE,DURANGO,2017,,2.9,N
20231109,24000,5086,MITSUBISHI,OUTLANDER,2023,,5,N
20230926,8600,77482,CHEVROLET,MALIBU,2018,,2.6,N
20230103,2300,168276,HYUNDAI,ELANTRA,2017,,1,N
20230530,7100,153783,NISSAN,ALTIMA 4C,2018,,2.6,N
20231220,2200,109571,BMW,128I CPE,2013,,2.8,N
20230308,14550,82213,DODGE,JOURNEY FWD V6,2018,,3.1,N
20231213,20000,10715,HYUNDAI,KONA FWD 4C,2023,,4.5,N
20230705,6100,103359,KIA,SPORTAGE FWD 4C,2016,,2.5,N
20230823,4800,116856,NISSAN,ROGUE FWD,2015,,2,N
20230405,20600,97481,TOYOTA,RAV4 AWD,2018,,4.4,N
20230207,36000,10954,HYUNDAI,PALISADE AWD,2022,,4.2,N
20230517,21000,89377,CHEVROLET,1500 SLV 4X2 CR,2017,,2.1,N
20231011,13600,73376,FORD,EDGE FWD SUV,2018,,2.8,N
20230124,14000,24933,HYUNDAI,SONATA,2018,,2,N
20230531,17800,14045,MITSUBISHI,OUTLAND SPT FWD,2022,,2.5,N
20230920,23500,47636,TOYOTA,RAV4 FWD,2020,,4,N
20230608,4000,120050,JEEP,COMPASS 4X4 4C,2016,,1.3,N
20230713,13500,44243,CHEVROLET,TRAX FWD,2020,,2.5,N
20230622,6700,120315,INFINITI,Q50 4X2 V6,2015,,3.1,N
20230406,8700,93534,NISSAN,SENTRA,2018,,2.9,N
20230228,7700,68769,CHEVROLET,TRAX FWD,2017,,3.3,N
20230808,2700,145834,INFINITI,QX60 AWD V6,2014,,1.5,N
20230829,10200,117308,NISSAN,PATHFIND FWD,2017,,3.6,N
20230817,4900,107653,BUICK,VERANO,2014,,2.5,N
20231109,5300,84182,FORD,EXPLORER 4X4 4C,2017,,2.7,N
20231109,21900,8959,KIA,SELTOS AWD 4C,2023,,5,N
20231025,18500,113211,CHEVROLET,1500 LD 4X4 DB,2019,,4,N
20230525,7000,96365,AUDI,A4 AWD,2014,,2,N
20230420,15300,80024,FORD,ESCAPE FWD 4C,2019,,4.4,N
20230309,16000,52378,KIA,SORENTO FWD 4C,2019,,3.3,N
20231214,7700,142555,TOYOTA,CAMRY 4C,2014,,3,N
20230314,8400,129240,DODGE,CHARGER 4X2 V6,2019,,1,N
20230829,17000,43346,HYUNDAI,VENUE,2021,,3.7,N
20230321,23000,12555,NISSAN,KICKS,2022,,3.7,N
20230405,8000,53634,CHRYSLER,200 V6,2013,,1.7,N
20231115,1200,157688,NISSAN,PATHFIND 4X4,2013,,1,N
20230227,8400,135566,CHEVROLET,EQUINOX FWD 4C,2018,,2.9,N
20230703,3000,184784,FORD,F150 4X2 CR,2010,,1.7,N
20230227,6200,122362,HYUNDAI,SANTA FE FWD,2017,,2.6,N
20231009,8000,80996,KIA,SOUL,2020,,2.1,N
20231211,10000,118932,NISSAN,MAXIMA,2017,,2,N
20230814,18200,127741,TOYOTA,HIGHLNDR FWD 4C,2019,,4.1,N
20231024,1500,155633,FORD,ESCAPE 4X4 4C,2013,,2,N
20230711,8700,98097,KIA,SOUL,2016,,3.2,N
20231102,31800,22092,CHEVROLET,1500 SLV 4X2 CR,2022,,4.8,N
20231026,19600,44926,INFINITI,Q50 4X2 V6,2018,,4.2,N
20230126,23800,6330,TOYOTA,CAMRY 4C,2019,,4.5,N
20231205,18000,42525,HONDA,ACCORD V6,2016,,3.1,N
20230706,10000,74243,BMW,535I AUTO,2014,,2.5,N
20230605,10600,68353,MERCEDES,GLK350W2,2015,,2.5,N
20230920,10000,37157,CHEVROLET,EQUINOX FWD 4C,2020,,2.4,N
20230426,10000,75686,FORD,FUSION FWD 4C,2019,,3.5,N
20230208,8600,109747,MERCEDES,GLK350W4,2015,,2.8,N
20231018,12500,51673,TOYOTA,COROLLA,2021,,2.3,N
20230615,12000,95471,FORD,MUSTANG 4C CPE,2016,,2.6,N
20230801,1000,140803,MERCEDES,C300W4,2013,,1,N
20231012,10000,71143,VOLKSWAGEN,JETTA,2017,,3.7,N
20230209,18000,83127,CHEVROLET,TRAVERSE FWD,2018,,3.7,N
20231212,16900,115609,GMC TRUCK,SIERA 15 4X2 CR,2016,,2.6,N
20231026,4600,117341,KIA,SOUL,2018,,2.4,N
20230126,12200,85055,NISSAN,ROGUE SPORT FWD,2017,,4,N
20230609,6100,137513,CHEVROLET,SILVERADO 1500,2015,,1.5,N
20230417,10800,88643,BUICK,ENCORE FWD,2019,,2.2,N
20231013,13000,44958,KIA,SOUL,2020,,3.6,N
20230308,11600,79817,CHEVROLET,MALIBU,2017,,1.6,N
20230815,10500,70992,CHEVROLET,EQUINOX,2019,,2.8,N
20230406,15500,49623,KIA,SOUL,2019,,2.4,N
20230921,21500,10555,KIA,SELTOS,2023,,4.6,N
20231207,10400,54111,NISSAN,KICKS,2019,,3.8,N
20230426,2400,116392,HYUNDAI,SONATA 2.4L SPO,2015,,0,N
20231024,6800,98621,NISSAN,KICKS,2020,,1.3,N
20231012,1700,142815,FORD,FUSION FWD 4C,2015,,2,N
20231205,3600,109967,NISSAN,ALTIMA,2015,,1.3,N
20230127,3400,105755,NISSAN,MAXIMA,2017,,1,N
20230425,2200,199304,DODGE,RAM 1500 S,2012,,1.3,N
20231206,3000,105557,CHEVROLET,MALIBU LT,2016,,1.5,N
20230927,4800,101016,FORD,ESCAPE,2016,,2,N
20230119,4200,89234,HYUNDAI,SONATA,2016,,0,N
20231220,2600,121148,JEEP,CHEROKEE LATITU,2014,,0,N
20231213,8800,146692,TOYOTA,RAV4,2015,,2.5,N
20230207,16200,83642,BUICK,ENCLAVE,2017,,2.7,N
20240328,31600,21531,CADILLAC,XT4 AWD,2022,BLACK,4.3,N
20240326,24500,26627,CHEVROLET,BLAZER AWD V6,2021,BLUE,4,N
20240321,17000,27388,CHEVROLET,EQUINOX FWD 4C,2020,GREY,2.7,N
20240319,7800,119120,CHEVROLET,TRAX FWD,2019,BLACK,3.2,N
20240315,37750,36575,CHEVROLET,1500 SLV 4X4 CR,2021,BLACK,4.2,N
20240313,21500,85850,TOYOTA,TACOMA,2017,ORANGE,3.2,N
